location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Colombia,Self-harm and interpersonal violence,YLDs,8494.8,54.9,52.6,57.8,76.5,72.8,85.9,-31.3,-25.4,-43.7,4660.1,4472.4,4907.7,6496.2,6183.6,7300.1,-2661.4,-2161.2,-3712.9
Colombia,Unintentional injuries,YLDs,23769.3,48.7,47.3,50.3,66.1,60.2,66.5,-14.8,-16.7,-7.5,11565,11248,11948.1,15711.4,14311.6,15797.5,-3507.1,-1790.4,-3976.3
Colombia,Sense organ diseases,YLDs,245154.2,48.9,47.5,50.5,38.5,38.8,39.2,12.6,10.7,13.3,119933.8,116387,123827.3,94411.7,95072.9,96185.7,30808.7,26254,32581.5
Costa Rica,All causes,YLDs,251496.5,36.2,34.1,37.9,59.5,59.1,78.2,4.3,-12.2,3.1,91069.4,85681.8,95213.1,149556,148514.4,196602.3,10871.1,-30787.6,7769
Costa Rica,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,4834.9,-27.9,-471.2,697.6,290.3,-2945.8,2083.9,-162.4,-1512.7,2348.2,-1349.2,-22783.5,33729.3,14037.1,-142427,100755.6,-7853,-73137.3,113532.6
Costa Rica,HIV/AIDS and sexually transmitted infections,YLDs,823.8,6.2,-32.5,20.7,109.6,140.1,83.9,-15.8,-4.7,-7.6,51,-267.6,170.9,903.3,1154.3,691.3,-130.5,-38.3,-62.9
Costa Rica,Respiratory infections and tuberculosis,YLDs,1330.4,0.2,-16.3,8.9,107.1,143.7,82.8,-7.4,-27.4,8.3,3.2,-217.1,118.2,1425.3,1101.9,1911.4,-98.1,-363.9,110.2
Costa Rica,Enteric infections,YLDs,1028.7,20,14.7,23.2,76.7,62.6,86.2,3.3,-0.9,14.2,205.4,151.4,238.2,789,644.3,887.1,34.4,-9.7,146.2
Costa Rica,Neglected tropical diseases and malaria,YLDs,950.1,43,41.9,44.3,66.6,71.1,78.1,-9.6,-13,-22.4,408.4,398.5,421.2,632.8,675.1,741.6,-91.1,-123.5,-212.6
Costa Rica,Maternal and neonatal disorders,YLDs,917,66.4,58,84.4,-48.6,-109.1,-33.4,82.2,124.8,75.3,608.5,532.2,773.7,-445.5,-1000.9,-306.1,754,1144.2,690.8
Costa Rica,Nutritional deficiencies,YLDs,-254.1,44,41,49.8,-44.7,-30.9,-75.1,100.7,125.3,89.9,-111.8,-104.2,-126.5,113.7,190.8,78.5,-256,-228.5,-318.4
Costa Rica,Non-communicable diseases,YLDs,231236.2,37.3,35.1,39.1,62.5,63.1,66.6,0.2,-1.6,-2.2,86264.7,81086,90386.7,144591.5,145932.3,153902.6,380,-3752.5,-5082.9
Costa Rica,Neoplasms,YLDs,3997,25.5,21.6,28.3,32.6,32.2,33.4,42,39.5,45.1,1017.8,1131.1,862.1,1301.7,1288.4,1333.5,1677.4,1577.4,1801.4
Costa Rica,Cardiovascular diseases,YLDs,7606.8,46.1,44.7,47.9,48.1,46.4,48.9,5.7,5.7,6.4,3509.6,3399.5,3645.4,3661.2,3526.2,3717.9,436.1,435.2,489.4
Costa Rica,Chronic respiratory diseases,YLDs,4484.7,23.2,19,25.7,75.6,65.6,96.9,1.2,-15.9,8.7,1040.4,1152.1,854.3,3391.1,2943,4345.4,53.2,-715,389.7
Costa Rica,Digestive diseases,YLDs,7453.9,40.2,39,41.6,56.1,51.1,58.9,3.6,2.1,7.3,2999.6,2904.5,3103.9,4182.6,3806.7,4391.5,271.7,158,543.2
Costa Rica,Neurological disorders,YLDs,19313.8,24,20.3,26.7,67.2,63.7,76.4,8.8,3.2,9.6,4636.1,3928.3,5150.6,12981.7,12308,14763.7,1696,1855.2,621.7
Costa Rica,Mental disorders,YLDs,38551.3,24.1,19.7,27.2,70.1,65.8,82.6,5.8,-2.3,6.9,9284.1,10493.2,7588.1,27027,25383.8,31845.8,2240.2,-882.6,2674.4
Costa Rica,Substance use disorders,YLDs,6938.2,20.9,16.3,25.5,67.9,69.3,80.8,11.1,3,5.2,1453.1,1127.5,1770.4,4711.6,4807.5,5603.7,773.6,207.1,360.4
Costa Rica,Diabetes and kidney diseases,YLDs,33811.3,18.9,23.9,8.5,32.1,24.9,34.1,49,42,66.6,6389.4,2877.5,8088,10853.1,11515,8420.3,16568.8,14208.3,22513.5
Costa Rica,Skin and subcutaneous diseases,YLDs,6294.4,-5.7,-24.1,5,96.9,127.6,77.7,8.8,-3.5,17.3,-357.8,-1515.5,314.9,6096.9,4889.1,8029,555.2,-219.1,1090.4
Costa Rica,Musculoskeletal disorders,YLDs,55273.2,46.9,43.7,51.6,56,57.7,71.6,-2.9,-1.4,-23.2,25910.5,24163.5,28528.5,30971.2,31867,39565.5,-1608.6,-12820.8,-757.3
Costa Rica,Injuries,YLDs,15425.5,39.4,38.6,40.3,59,59.4,65.1,1.6,-3.7,0.3,6079.8,5950.5,6223,9097.9,10042.3,9163.6,247.8,-567.3,39
Costa Rica,Transport injuries,YLDs,3652.5,43.4,42.4,44.5,51.3,50.6,52.9,5.3,4.6,4.9,1583.8,1549,1625.3,1873.6,1849.3,1933.9,195.1,169.6,177.9
Costa Rica,Self-harm and interpersonal violence,YLDs,1905.2,104.6,-344.5,440.4,-115.4,-678.1,772,110.8,-327.5,337.8,1993.1,-6563.3,8389.8,-2198.7,-12920.1,14708.4,2110.9,-6239.9,6435.5
Costa Rica,Unintentional injuries,YLDs,9867.8,38.6,37.7,39.4,57,58.1,60.8,4.4,1.5,2.5,3809.6,3718,3883.1,5628.5,5735.6,6001.1,429.7,148.7,249.1
Costa Rica,Sense organ diseases,YLDs,23084.5,46.9,45.6,48.7,42.2,40.6,44.8,10.9,13.8,6.5,10825,10524.3,11231,9748.3,10349.8,9372.4,2511.3,1503.8,3187.8
El Salvador,All causes,YLDs,152170.4,-53.9,-715.1,782.9,-59.1,-962.9,492.6,213,-1175.5,1778,-82095,-1088178,1191382.4,-89929.4,-1465206.5,749566.1,324194.8,-1788778.2,2705554.9
El Salvador,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,-5413,33.2,-38.9,82.4,-88.1,-682.8,1110.8,154.9,-971.9,700.3,-1795.6,-4462.1,2105.6,4766.4,-60127.5,36958.5,-8383.8,-37909.5,52608.8
El Salvador,HIV/AIDS and sexually transmitted infections,YLDs,2192.4,41.8,39.7,44.7,44.4,44.5,46,13.8,15.8,9.3,915.9,870.6,980.6,973.8,1007.9,975.3,302.7,203.9,346.5
El Salvador,Respiratory infections and tuberculosis,YLDs,3.3,16.5,-18.9,22.8,110.5,292.2,70,-27,-173.2,7.3,0.6,-0.6,0.8,3.7,2.3,9.8,-0.9,-5.8,0.2
El Salvador,Enteric infections,YLDs,-1616.2,37.8,69.8,8.9,118.2,-745.5,475.2,-56,-445.1,836.6,-610.5,-1128.9,-143.6,-1911,-7680.5,12048.4,905.3,-13521,7193.2
El Salvador,Neglected tropical diseases and malaria,YLDs,-1233,77.9,109,64.3,89.7,141.1,77,-67.6,-150,-41.3,-960.6,-1343.4,-793.4,-1105.8,-1739.4,-948.8,833.4,1849.9,509.2
El Salvador,Maternal and neonatal disorders,YLDs,636.1,98.4,329.7,64,-49.1,-11.9,-321.1,50.7,47.9,91.4,626,2097.4,407.1,-312.3,-2042.7,-75.8,322.4,304.9,581.5
El Salvador,Nutritional deficiencies,YLDs,-4933.5,13.1,-115.8,195.6,-81.5,-1683.6,1368.2,168.4,-1463.8,1899.4,-647.5,-9651,5714.2,4019.9,-67499.5,83058.3,-8305.8,-93706.1,72217.1
El Salvador,Non-communicable diseases,YLDs,184987,91.1,-226.3,331.8,50.5,-72,178.9,-41.6,-410.7,398.3,168446.3,-418614.8,613738,93437.2,-133123.6,330937.6,-76896.5,-759688.6,736725.3
El Salvador,Neoplasms,YLDs,2550.4,32,31.2,32.9,39,39.2,39.3,29,27.9,29.5,816.4,795.5,839.6,994.9,1002.4,998.8,739.1,712,752.5
El Salvador,Cardiovascular diseases,YLDs,6645.6,68.9,59,91.7,31.6,19.2,31.7,-0.5,-11,9.3,4576.9,3922.9,6096.8,2099.4,1278,2106.3,-30.7,-729.3,616.3
El Salvador,Chronic respiratory diseases,YLDs,-4386.9,32.3,31.5,33,21.9,21.6,23.2,45.9,43.8,46.8,-1415.4,-1384,-1447.8,-959.3,-1016.1,-948.8,-2012.3,-1923.1,-2054.1
El Salvador,Digestive diseases,YLDs,4199.1,54.7,51.6,58.9,42,43.7,46.7,3.3,-5.6,4.8,2297.2,2165.4,2475.1,1762.3,1834.2,1961.1,139.7,-237,199.6
El Salvador,Neurological disorders,YLDs,15120.8,40.1,36,46,47.5,51.6,55.6,12.4,2.4,8.4,6057.4,5449,6956.7,7188.8,7795.7,8401.2,1874.7,1270.7,368.5
El Salvador,Mental disorders,YLDs,25538.2,43.7,40,48.9,69.5,50.6,63.4,-13.1,-12.4,9.5,11148.5,10204.1,12498.6,17743.3,12913.3,16200.5,-3353.6,-3160.8,2420.9
El Salvador,Substance use disorders,YLDs,6183,47.5,45.4,50,46,40.6,43.3,6.5,11.3,9.3,2935.4,2804,3092.1,2844.5,2512.8,2679.3,403.1,578,699.6
El Salvador,Diabetes and kidney diseases,YLDs,39659.7,32.8,31.9,33.9,41.4,41.4,41.8,25.7,24.3,26.7,13020.2,12634.7,13439.1,16428.1,16436.3,16571.2,10211.4,10588.8,9649.4
El Salvador,Skin and subcutaneous diseases,YLDs,3420.5,-7.3,-72.6,8.4,81.1,182.5,58.6,26.2,-9.9,33.1,-249.4,-2484.9,286.8,2772.5,2003,6242.5,897.4,-337.1,1130.8
El Salvador,Musculoskeletal disorders,YLDs,48214.3,84.8,233.3,59.9,11.6,-30.8,33.5,3.7,-102.5,6.6,40865.9,112476.2,28867.4,5580.8,-14863.7,16172.5,1767.6,-49398.1,3174.4
El Salvador,Injuries,YLDs,-27403.6,7.2,-2,12.3,3,-2.5,11.6,89.9,104.5,76.1,-1960.6,-3380.9,552.9,-818.1,-3171.1,681,-24624.8,-20851.6,-28637.5
El Salvador,Transport injuries,YLDs,-391.7,51.4,49.8,53.7,45.1,43.9,49.9,3.5,-3.6,6.3,-201.2,-195.3,-210.4,-176.8,-171.8,-195.5,-13.7,-24.7,14.2
El Salvador,Self-harm and interpersonal violence,YLDs,-29551.3,18.9,15.7,21,16,11.9,18.8,65,60.2,72.3,-5593.1,-4649.2,-6197.5,-4742.3,-3522.4,-5567,-19215.9,-17786.8,-21379.6
El Salvador,Unintentional injuries,YLDs,2539.4,80,118.4,65.8,70.3,109.5,79.4,-50.2,-127.9,-45.2,2031.1,1669.9,3006.1,1784.3,2016.8,2780.7,-1275.9,-1147.3,-3247.4
El Salvador,Sense organ diseases,YLDs,19351.6,50.4,48.5,52.9,34.8,32,35.7,14.8,15.1,15.7,9752.4,10238.1,9391.4,6741.2,6185.8,6917.1,2858.1,2927.8,3043.1
Guatemala,All causes,YLDs,941336.9,17.5,14.2,20.8,94,100.6,87.8,-11.4,-14.8,-8.6,164417.6,133393.8,195500.5,884654.1,826682.3,947380.1,-107734.9,-139437,-80846
Guatemala,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,35990.2,10.6,15.6,2.7,155.6,124,221.9,-66.2,-124.6,-39.6,3800.3,5625.8,969.7,56001.6,44620.1,79857.1,-23811.8,-14255.8,-44836.6
Guatemala,HIV/AIDS and sexually transmitted infections,YLDs,4249.9,12.1,17.6,6.2,81.6,78.6,84.9,6.3,3.8,8.9,514.5,264.3,748,3467.3,3340.2,3606,268.1,161.8,379.5
Guatemala,Respiratory infections and tuberculosis,YLDs,9859,8.6,12.5,4.2,110.9,121.9,89.7,-19.5,-2.3,-26.1,847.3,1237,411.1,10933.7,12021.3,8847.1,-1922,-225.1,-2573.5
Guatemala,Enteric infections,YLDs,133.4,-17.9,-542.8,605.2,548.6,-5374.9,5992.6,-430.8,-5349.8,4869.7,-23.9,-723.8,807.1,731.7,-7168,7991.8,-574.5,-7134.6,6494.3
Guatemala,Neglected tropical diseases and malaria,YLDs,-12071.4,61.9,54.7,76.3,194.9,148,287.7,-156.8,-102.7,-264,-7471.2,-6601,-9213.8,-23531.5,-17869.7,-34730.4,18931.3,12399.3,31872.9
Guatemala,Maternal and neonatal disorders,YLDs,19253.7,-6,-13.7,0.9,100.7,105.6,85.3,5.3,13.8,8.1,-1149.9,-2631.3,176.6,19380.1,16426.7,20332.8,1023.6,1552.3,2650.4
Guatemala,Nutritional deficiencies,YLDs,12651.9,-3.1,-18.9,6.1,152.9,120.2,204.6,-49.7,-26.3,-85.7,-398,-2385.8,771,19340.4,15205.5,25885.8,-6290.4,-10848.1,-3324.6
Guatemala,Non-communicable diseases,YLDs,852043.3,16,12.7,19.1,85.1,81.8,89.7,-1.1,-0.9,-2.4,136306.5,108303.7,162558.9,725134.5,697303.5,764223.9,-9397.7,-20484.3,-7819.1
Guatemala,Neoplasms,YLDs,5322.4,-38.7,-122.2,-15.3,133.4,108.5,260.7,5.3,-38.5,6.8,-2060.8,-6505.2,-816.7,7100.3,13876.2,5775.5,282.9,-2048.6,363.6
Guatemala,Cardiovascular diseases,YLDs,21717.9,24.4,20.9,27.3,72.4,69.5,74.7,3.2,3.1,4.4,5302.8,4538.1,5933.4,15723,15101.1,16228.8,692.1,683.4,951
Guatemala,Chronic respiratory diseases,YLDs,7347.3,48.8,47.8,50.6,-32.2,-31.6,-38.7,83.4,81,90.8,3584.3,3513.2,3718.6,-2368.1,-2320.8,-2840.6,6131.2,5949.5,6674.7
Guatemala,Digestive diseases,YLDs,27406.8,23.4,19.5,26.7,93.4,87.7,98.4,-16.8,-14.4,-17.9,6415.2,5344.9,7324.7,25598.5,24028.1,26969,-4606.9,-3946.1,-4907.2
Guatemala,Neurological disorders,YLDs,87012,16.9,13.8,19.9,78.6,78.3,84.6,4.6,1.6,1.8,14673.6,12028.1,17292.5,68378.8,68120.3,73635.2,3959.6,1348.7,1599.1
Guatemala,Mental disorders,YLDs,177589.1,17.8,14.5,21,81.1,75.7,86.1,1.1,-0.6,3.3,31638.1,25761.2,37280.4,144012.6,134447.9,152936.5,1938.4,-1108.5,5860.8
Guatemala,Substance use disorders,YLDs,40420,31.7,28.3,34.2,68.5,66.1,75,-0.2,-0.3,-3.3,12800.1,11436.9,13824.4,27703.4,26733.6,30308.2,-83.5,-1325.2,-138
Guatemala,Diabetes and kidney diseases,YLDs,107431.9,-83.9,-1651.4,1199.1,117.2,-692.1,1157.5,66.7,-407,593.9,-90105.4,-1774155.6,1288183.3,125874.4,-743528.2,1243544.9,71663,-437223.2,638042.7
Guatemala,Skin and subcutaneous diseases,YLDs,40669.6,-3.2,-8.6,2.3,102.4,111.2,83.8,0.8,-2.6,14,-1295.6,-3488.3,926.4,41627.7,34067.5,45226.6,337.5,-1068.8,5675.7
Guatemala,Musculoskeletal disorders,YLDs,172723.4,17.3,13.4,21.4,79.4,75.7,82.5,3.3,2.9,4.1,29853.5,23202.2,36954.3,137116.4,130678.9,142426.1,5753.5,5090.2,7095.2
Guatemala,Injuries,YLDs,53303.4,34,31.8,35.6,102,127.2,91.7,-36,-27.2,-59,18120.3,16965.5,18957.9,54394.2,48863,67781.6,-19211.1,-14517.5,-31443.7
Guatemala,Transport injuries,YLDs,8604.2,25.7,22.5,28.1,78.3,76.6,85.7,-3.9,-4.7,-8.3,2208.2,1939.8,2417.5,6735.2,6589.3,7377.3,-339.3,-402.7,-712.9
Guatemala,Self-harm and interpersonal violence,YLDs,-8245.3,55.5,49.9,69.3,127.1,102,184.9,-82.5,-154.2,-51.9,-4573.1,-4113.7,-5710.4,-10476.1,-15246.6,-8410.3,6803.9,12711.6,4278.7
Guatemala,Unintentional injuries,YLDs,52944.5,22.3,19,25.1,99.2,111.9,89.9,-21.5,-15,-30.8,11801.1,10033.8,13270.6,52500.4,47614.8,59234.6,-11357.1,-16323.9,-7940.9
Guatemala,Sense organ diseases,YLDs,70778.9,30.2,27.2,32.6,68.6,64,71.6,1.2,1.3,3.4,21399.7,19248.7,23041.9,48538.8,45324.2,50643.9,840.5,2412.8,886.3
Honduras,All causes,YLDs,509027.5,14.2,11.2,16.9,98.4,102.6,92,-12.6,-13.8,-8.9,72055.4,57000.3,85994.6,501041.9,468315.7,522286.4,-64069.7,-45282.8,-70259.2
Honduras,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,32690.5,-55.3,-102.8,-28.5,315.1,219.7,482.8,-159.8,-280,-91.3,-18074.3,-33619.5,-9300.8,103010.7,157830.5,71832.6,-52245.9,-29841.3,-91520.5
Honduras,HIV/AIDS and sexually transmitted infections,YLDs,1672.3,22.3,18.3,26.1,85.5,80.6,88.9,-7.7,-6.7,-7.2,372.6,305.3,436.5,1429.2,1348.4,1487,-129.5,-112.6,-120
Honduras,Respiratory infections and tuberculosis,YLDs,6328.4,-10.3,-18.1,-4.1,132.6,116.1,160.3,-22.2,-12,-42.2,-654.7,-1146.9,-259.1,8388.5,10146.5,7344.7,-1405.3,-2671.2,-757.3
Honduras,Enteric infections,YLDs,3283.9,99.1,126.8,84.8,-200.1,-141.4,-247.7,201,156.6,220.8,3255.4,2784,4165.2,-6571.5,-4642.1,-8133,6600,5142,7251.8
Honduras,Neglected tropical diseases and malaria,YLDs,1884.6,38.5,37.7,39.2,207.6,197.5,219.6,-146.1,-135.2,-158.7,726,711.1,738,3912.7,3722.2,4138,-2754.1,-2548.7,-2991.4
Honduras,Maternal and neonatal disorders,YLDs,13817.3,-4.6,-0.5,-9,80.7,72.2,87.6,23.9,21.4,28.3,-632.6,-1248.2,-75.7,11146.8,12110.1,9977.6,3303.1,2955.5,3915.5
Honduras,Nutritional deficiencies,YLDs,4682.9,98.9,133.4,83.7,-199.6,-146.7,-285,200.7,163,251.6,4632.6,3919.4,6247.3,-9348,-13348,-6868.7,9398.4,11783.6,7632.3
Honduras,Non-communicable diseases,YLDs,437552.8,16.6,13.7,19.2,86.3,83.4,90.1,-2.9,-2.6,-3.7,72441.6,59899.2,83908.2,377650.3,364858.7,394052.2,-12539.1,-11214,-16398.5
Honduras,Neoplasms,YLDs,2994.1,68.9,57.6,90.5,-18.4,-5,-52.4,49.5,47.4,61.9,2062,1723.5,2710.1,-550.5,-149.7,-1568.7,1482.5,1420.3,1852.7
Honduras,Cardiovascular diseases,YLDs,11008.3,25.6,22.9,27.8,72.9,69.1,75.6,1.5,1.5,3.1,2816.8,2519.3,3063.4,8020.9,7608.3,8325.9,170.6,163.1,336.6
Honduras,Chronic respiratory diseases,YLDs,8577.4,63.4,61.6,66.3,-56.5,-51.5,-65.1,93.2,89.9,98.8,5436.5,5286.1,5687.6,-4850.4,-4417.5,-5586.7,7991.4,7708.8,8476.6
Honduras,Digestive diseases,YLDs,17008.5,27,24.7,28.9,77.3,74.1,82.4,-4.3,-3,-7.1,4593.3,4194,4914.9,13143.6,12608.1,14015.6,-728.4,-1201.1,-514.4
Honduras,Neurological disorders,YLDs,44365.2,15.7,13.1,18.4,89.6,86.6,94.2,-5.3,-5,-7.3,6961.7,5818.7,8158.9,39738.7,38420.1,41803.1,-2335.3,-2213.8,-3256.6
Honduras,Mental disorders,YLDs,87865.2,16.6,14,19,84,79.5,85.1,-0.6,0.9,1.5,14616.1,12279.5,16701.2,73770.1,69874.5,74809.7,-521.1,1289.5,776
Honduras,Substance use disorders,YLDs,17412.9,24.9,21.9,27.9,73.9,71.2,77.4,1.2,0.7,0.9,4337.1,3813.6,4863.5,12869,12390.1,13483.4,206.7,115.9,159.3
Honduras,Diabetes and kidney diseases,YLDs,50035.1,-125.1,-1518.5,1565.1,229.6,-2105,2391.3,-4.5,-772.8,639.9,-62599.3,-759798.4,783092.7,114899.4,-1053237.5,1196513.7,-2265,-386680.1,320179.9
Honduras,Skin and subcutaneous diseases,YLDs,20938.6,-5.6,-1.1,-10.5,99.5,116.6,89.6,6.1,-6.1,11.4,-1169.8,-2206,-222.9,20833.3,18767.6,24412.6,1275.1,-1268,2393.9
Honduras,Musculoskeletal disorders,YLDs,94122.2,23.5,20.6,26.1,76.1,73.6,77.9,0.5,0.3,1.5,22091.2,19357.4,24552.2,71585.2,69320.4,73366.9,445.8,1397.8,249.5
Honduras,Injuries,YLDs,38784.2,22.8,20.5,24.8,88.3,81,92,-11.1,-12.5,-5.8,8833.5,7939.6,9622.5,34255.3,31423.7,35680.1,-4304.6,-2262,-4835.5
Honduras,Transport injuries,YLDs,4830.3,33.9,32.6,35.1,74.2,70,77.5,-8.1,-10.1,-5.1,1637.5,1576.7,1694.7,3583.8,3380,3743,-391.1,-244.5,-489.5
Honduras,Self-harm and interpersonal violence,YLDs,8664.6,1.5,-4.2,6,97.2,100.9,93.4,1.3,0.6,3.3,129.4,-360.6,516.1,8421.9,8092.9,8743.5,113.2,281.7,55.6
Honduras,Unintentional injuries,YLDs,25289.3,21.9,19.7,24,86.1,86,95.6,-8,-10,-15.3,5549.9,4979,6059.1,21775.1,21758.1,24188.6,-2035.7,-2527.9,-3878.3
Honduras,Sense organ diseases,YLDs,33780.9,30.6,28.6,32.5,69,64.4,71,0.5,0.4,3.2,10320.4,10968.8,9659.3,23307,21743.8,23985.5,153.5,1068.3,136.1
Mexico,All causes,YLDs,6131732.6,39.7,38.5,41,62.2,60.2,67.7,-1.9,-1.2,-6.3,2433181.5,2363071.9,2512342.6,3811989.5,3694271.3,4152323.7,-113438.4,-383663,-74881.2
Mexico,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,182271,9.1,-5.8,16,113.2,182.9,93.3,-22.3,-77.2,-9.4,16518.1,-10558.2,29234.7,206416.6,170111.7,333456.7,-40663.8,-140627.5,-17075.4
Mexico,HIV/AIDS and sexually transmitted infections,YLDs,26712,64.3,51,97.7,20.9,-4.5,25,14.8,24,6.8,17168.8,13627.9,26092.1,5580.3,-1205.9,6678.4,3963,1825.9,6405.7
Mexico,Respiratory infections and tuberculosis,YLDs,33684,-1.4,-18.6,7.6,106.7,154.2,86.6,-5.4,-35.6,5.9,-458.1,-6257.3,2544.7,35951.6,29161.2,51946.9,-1809.5,-12005.6,1978.1
Mexico,Enteric infections,YLDs,-18274.7,32.7,31.7,33.8,61.3,61.5,64.4,6,3.9,4.8,-5975.9,-5795.6,-6167.8,-11207.4,-11235.1,-11762.7,-1091.4,-716.3,-871.9
Mexico,Neglected tropical diseases and malaria,YLDs,28293.1,57.3,53.4,62.7,87.6,75.7,88.1,-44.9,-29.1,-50.8,16209.5,15121.9,17732.9,24790.8,21412.5,24930.2,-12707.3,-14370,-8241.4
Mexico,Maternal and neonatal disorders,YLDs,131205.9,-4.3,-12.9,1.9,52.7,46.9,61.8,51.5,51.1,51.2,-5580.9,-16946.2,2543.4,69153.9,61530.4,81116.8,67633,67035.4,67132.1
Mexico,Nutritional deficiencies,YLDs,-20071,36.5,34.2,39.3,-35.3,-37.3,-47.2,98.8,113,98.1,-7320.2,-6860.6,-7882.2,7084.5,7494.2,9474.1,-19835.2,-19682.9,-22684.4
Mexico,Non-communicable diseases,YLDs,5671500.1,40.8,39.2,42.7,57.8,57.1,68.4,1.4,-7.6,0.2,2314341,2224325.7,2424487.8,3279476.2,3235786,3880997.3,77682.9,-433822.9,11226.3
Mexico,Neoplasms,YLDs,57572.5,25.8,23,28,34.7,31.1,33.5,39.6,40.9,43.5,14826,13260.2,16127.7,19949.1,17882.8,19266.8,22797.3,23561.9,25045.4
Mexico,Cardiovascular diseases,YLDs,155963.9,46.8,45.8,48.3,41,39.8,39.9,12.1,11.9,14.3,73049.8,71399.1,75315.7,63981.7,62101.9,62206.9,18932.4,18546.3,22357.9
Mexico,Chronic respiratory diseases,YLDs,95531.3,30.3,28.9,31.5,53.6,52.3,67.7,16.1,16.2,3.4,28905.8,27561.4,30094.1,51224.6,49962.9,64715.1,15400.9,15474.3,3254.8
Mexico,Digestive diseases,YLDs,178799.5,42.3,41.5,43.2,47.9,45.8,47,9.8,12.7,9.9,75704.4,74155.1,77177.2,85659.1,81875.1,83975.8,17436,17646.5,22769.3
Mexico,Neurological disorders,YLDs,414148.8,24.9,20.1,27.9,101.9,106.6,80,-26.9,-26.7,-7.9,103193,115687.1,83205.6,422171.9,331211.1,441614.1,-111216.2,-110670.9,-32749.4
Mexico,Mental disorders,YLDs,1012154.1,20.6,15.5,24.2,72.3,58.5,76.9,7,17.3,7.5,208938.6,156972.8,245332.4,732139.7,592110,778764.3,71075.8,174711.7,76417.1
Mexico,Substance use disorders,YLDs,111300,34.6,32.6,36.3,54,52.7,55.6,11.4,11,11.8,38486.6,36284.5,40402.7,60118.3,58688.4,61875.3,12695.1,12208.9,13140.3
Mexico,Diabetes and kidney diseases,YLDs,1034038.5,5.6,-20.7,16.8,34.4,33.2,33.5,60,49.7,87.5,58166.1,-214008.6,174118.4,355356.8,343240.7,345980.1,620515.6,513940,904806.4
Mexico,Skin and subcutaneous diseases,YLDs,161919.1,-6.5,-22.9,3.9,90.7,122.3,71.2,15.9,0.6,24.8,-10579.2,-37094.6,6345.4,146821.3,115338.6,198026.2,25677,40235.2,987.5
Mexico,Musculoskeletal disorders,YLDs,1342455.3,53.1,49.1,60.1,46,56.5,59.5,0.9,-19.6,-5.6,712370.2,658782.4,806617,617509.4,759136.9,798766.4,12575.8,-262928.1,-75463.9
Mexico,Injuries,YLDs,277961.6,43.4,42.8,44.2,49.8,46.4,48.1,6.8,9.1,9.4,120693,118882.5,122934,138437.2,128942.4,133828.4,18831.4,25250.7,26085.2
Mexico,Transport injuries,YLDs,61867.2,45.3,44.5,46.3,47.8,45.9,50.3,6.9,3.4,9.6,28040,27552.9,28652.3,29579.7,28369,31126.1,4247.5,2088.8,5945.4
Mexico,Self-harm and interpersonal violence,YLDs,39978.3,41.9,38.2,46.7,97.6,79.1,91.8,-39.5,-17.3,-38.5,16738.8,15273.1,18654.8,39020.5,31633.4,36717,-15781,-15393.5,-6928.3
Mexico,Unintentional injuries,YLDs,176116.1,43,42.4,43.6,50.3,48.5,49.4,6.7,7,9.1,75711.8,74614,76795.3,88662,85426,87031.6,11742.3,12289.2,16076.1
Mexico,Sense organ diseases,YLDs,516692.4,47.3,46.1,48.9,43.2,43,44.9,9.6,10.9,6.2,244142.8,238213,252749.5,223123.9,221981.8,231963.9,49425.7,31978.9,56497.5
Nicaragua,All causes,YLDs,273139,36,31.7,38.9,99.8,155.3,96.2,-35.8,-35.1,-87,98450.7,106342.2,86470.8,272470,262627.5,424208.6,-97781.7,-237540.4,-95830.7
Nicaragua,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,4332.6,65.7,158.2,50,-196.7,-101.4,-760.6,231,151.3,702.4,2844.7,2167.6,6854.6,-8521.5,-32953,-4392.1,10009.5,30431.1,6557.1
Nicaragua,HIV/AIDS and sexually transmitted infections,YLDs,2148.6,51.7,46.3,60.5,31.1,35.2,35.6,17.2,18.1,4.3,1110.6,1299.4,995.7,669.2,756.6,764,368.8,388.8,92.6
Nicaragua,Respiratory infections and tuberculosis,YLDs,2184.9,-3.9,-32.1,7.7,130.3,219.5,94.3,-26.4,-2,-87.4,-84.4,-702.1,169.3,2845.9,2059.6,4796.9,-576.7,-1909.9,-44
Nicaragua,Enteric infections,YLDs,345.8,52.2,47.9,60.4,-23.1,-19.4,-44.3,70.9,71.5,83.9,180.4,165.7,209,-79.8,-153.3,-67.3,245.2,247.4,290.1
